,Text,Created_at,neg,neu,pos,compound,sentiment,top_10_only
6885,majesticmayaaa: dear @taranaburke this 42 year old yt guy has raped and has sexual contact with over 600 black women while being h.i.v2\x806',2019-10-16 05:43:00,0.253,0.604,0.143,-0.4588,negative,"{'sexual', 'women'}"
6886," @spotboye: omg!\0\x9f\x98e\n#housefull4's former director #sajidkhan sends a legal notice to the movie's producers for not giving him the due credi2\x806""",2019-10-16 05:43:00,0.0,0.794,0.206,0.4404,positive,set()
6887,the only #metoo stories hollywood will tell are not exposes 2\x80\x93 they2\x80\x99re cover-ups https://t.co/kyfxh6iml6',2019-10-16 05:43:00,0.103,0.897,0.0,-0.128,negative,set()
6888,"kaceykells: ""a from the heart account of rape, from a precious young author. whether or not you or a loved one have suffered from any f2\x806'",2019-10-16 05:43:00,0.336,0.34,0.323,-0.0772,negative,set()
6889,billoreilly loofah idiot go away #metoo',2019-10-16 05:43:00,0.452,0.548,0.0,-0.5106,negative,set()
6890,vennicebitch: bombshell looks so good until you realize it2\x80\x99s entirely directed and written by men and it only exists because studios ar2\x806',2019-10-16 05:43:00,0.0,0.838,0.162,0.4404,positive,set()
6891,"juliancastro: two years after #metoo went viral, its founder tarana burke, is mobilizing survivors to use their power to create elector2\x806'",2019-10-16 05:42:00,0.0,0.877,0.123,0.2732,positive,"{'two', 'years'}"
6892,iamreallyrene_: hey  #metoomovement #metoo how about helping these women get some justice https://t.co/lcudulexjd',2019-10-16 05:42:00,0.0,0.588,0.412,0.6808,positive,{'women'}
6893,deepa_shivaram: warren also shared that experience of harassment on @meetthepress as part of a #metoo segment with women senators 2\x80\x94&gt;2\x806',2019-10-16 05:42:00,0.185,0.688,0.127,-0.2732,negative,{'women'}
6894,latimes: meet the self-appointed ambassador for the wronged men of #metoo https://t.co/7op7f7uenn',2019-10-16 05:42:00,0.244,0.756,0.0,-0.4404,negative,set()
6895,"thebettinaarndt: from england, further evidence of the damaging effects of #metoo and educating girls to fear boys. we need to see this2\x806'",2019-10-16 05:41:00,0.351,0.649,0.0,-0.7579,negative,set()
6896,"as someone who had his ""dong honked"" by the light heavyweight king in an abq strip club.... #metoo @jonjones https://t.co/3mulck7z1i'",2019-10-16 05:41:00,0.0,1.0,0.0,0.0,neutral,set()
6897,"trehan_barkha: i know i will be bashed but sach ye hai .....\nbarkha chup raho #metoo par aapka stand is wrong , metoo movement is good.2\x806'",2019-10-16 05:41:00,0.148,0.714,0.138,-0.0516,negative,"{'metoo', 'movement'}"
6898,"iamhelenchoi: what professor emeritus @kenwyman, @fundraisehumber, @humbercollege said, alright? &gt;&gt; @umn_give &lt;&lt; please heed correction2\x806'",2019-10-16 05:41:00,0.0,0.719,0.281,0.5106,positive,set()
6899,wokepatriot2 metoo! infuriating!',2019-10-16 05:41:00,0.63,0.37,0.0,-0.5267,negative,set()
6900,majesticmayaaa: dear @taranaburke this 42 year old yt guy has raped and has sexual contact with over 600 black women while being h.i.v2\x806',2019-10-16 05:41:00,0.253,0.604,0.143,-0.4588,negative,"{'sexual', 'women'}"
6901,"susan rice shares her own #metoo story in her new memoir, dishes on ben rhodes https://t.co/jedixijgw0'",2019-10-16 05:41:00,0.0,0.833,0.167,0.296,positive,set()
6902,latimes: meet the self-appointed ambassador for the wronged men of #metoo https://t.co/7op7f7uenn',2019-10-16 05:40:00,0.244,0.756,0.0,-0.4404,negative,set()
6903,vennicebitch: bombshell looks so good until you realize it2\x80\x99s entirely directed and written by men and it only exists because studios ar2\x806',2019-10-16 05:40:00,0.0,0.838,0.162,0.4404,positive,set()
6904,vennicebitch: bombshell looks so good until you realize it2\x80\x99s entirely directed and written by men and it only exists because studios ar2\x806',2019-10-16 05:40:00,0.0,0.838,0.162,0.4404,positive,set()
6905,farrellera: \0\x9f\x91\x8f\0\x9f\x91\x8f\0\x9f\x91\x8f thank you for being the first this evening and in all debates to bring up women2\x80\x99s reproductive health care access. next2\x806',2019-10-16 05:40:00,0.0,0.794,0.206,0.6908,positive,set()
6906,"trailer bombshell: kidman, theron en robbie in #metoo-schandaal https://t.co/lglonq0bqr #films #filmnieuws #filmheadlines'",2019-10-16 05:40:00,0.0,1.0,0.0,0.0,neutral,set()
6907,"b""#metoo. \n\ni've only ever told my story to 2 people.  and that was decades later.  i'm so amazed by people like chri2\x806 https://t.co/b8dzeihdri""",2019-10-16 05:39:00,0.0,0.678,0.322,0.6908,positive,set()
6908,chatbycc: @realdonaldtrump @cnn rumor has it2\x80\x94\n*ucker zucker has his own #metoo scandals.',2019-10-16 05:39:00,0.242,0.758,0.0,-0.4939,negative,set()
6909," @ritug15: #metooindia #spainisafasciststate #3\x81\x8a3\x81\x923\x82\x933\x81\x953\x82\x93 #indigenouspeoplesday2019\ni'm not a beast!' woman who sexually abused young kids scre2\x806""",2019-10-16 05:39:00,0.136,0.864,0.0,-0.5106,negative,set()
6910,"#alkidavid mocked and rebuked taylor and her lawyer,  #lisabloom. profane outbursts were frequent. david decried bl2\x806 https://t.co/yrl4xb1jw7'",2019-10-16 05:39:00,0.141,0.859,0.0,-0.3182,negative,set()
6911,ashoknellikar: #hollywood &amp; #siliconvalley can no longer silence #women with this #contract clause 2\x80\x94@alexiacampbell writes on @voxdotco2\x806',2019-10-16 05:39:00,0.0,1.0,0.0,0.0,neutral,set()
6912,hey  #metoomovement #metoo how about helping these women get some justice https://t.co/lcudulexjd',2019-10-16 05:39:00,0.0,0.556,0.444,0.6808,positive,{'women'}
6913,ritug15: #sulli #brexit #90dayfiancetheotherway #hbdabdulkalam #missileman #plantforkalam #tuesdaythoughts #metooindia  #westminster #t2\x806',2019-10-16 05:39:00,0.0,1.0,0.0,0.0,neutral,set()
6914," @betoorourke: two years ago, millions shared a hashtag, as part of a movement that changed our country. on #metoo's 2nd anniversary, let2\x806""",2019-10-16 05:39:00,0.0,0.862,0.138,0.34,positive,"{'two', 'years', 'movement'}"
6915,ritug15: #metoo #metooindia #timesup #time #brexit #truth #bb13 #columbusday\nto get attention girl falsely accuses family friend  of mo2\x806',2019-10-16 05:38:00,0.1,0.669,0.23,0.4767,positive,set()
6916,vennicebitch: bombshell looks so good until you realize it2\x80\x99s entirely directed and written by men and it only exists because studios ar2\x806',2019-10-16 05:38:00,0.0,0.838,0.162,0.4404,positive,set()
6917,"abc all art will be censored by #metoo, the american taliban'",2019-10-16 05:37:00,0.242,0.758,0.0,-0.1531,negative,set()
6918,"madfckingwitch: another important post, witches. please read:\nhttps://t.co/6fzkxznrub\n\n#wefightforwomen\n#statusbro\n#metoo \n#timesup htt2\x806'",2019-10-16 05:36:00,0.0,0.76,0.24,0.4767,positive,set()
6919,taranaburke: the rate of sexual violence in indigenous communities is beyond alarming and they are the group with the largest number of2\x806',2019-10-16 05:36:00,0.331,0.592,0.077,-0.6486,negative,{'sexual'}
6920,"meera_mitun: those horrible 25 minutes with @directorcheran inside #biggbosstamil3 house, that paved way for my eviction from bb. will2\x806'",2019-10-16 05:36:00,0.394,0.606,0.0,-0.7579,negative,set()
6921," @kamalaharris: for years, @taranaburke led the #metoo movement. it wasn't until this day in 2017 that sexual assault survivors worldwide2\x806""",2019-10-16 05:36:00,0.241,0.759,0.0,-0.5859,negative,{'sexual'}
6922,scfgallagher: this research from @ywtrust @sophierunning this morning is so bleak: still 1 in 4 women fear reporting sexual harassment2\x806',2019-10-16 05:35:00,0.211,0.789,0.0,-0.4939,negative,"{'sexual', 'women'}"
6923,"kaceykells: ""a from the heart account of rape, from a precious young author. whether or not you or a loved one have suffered from any f2\x806'",2019-10-16 05:35:00,0.336,0.34,0.323,-0.0772,negative,set()
6924,"b""omg!\0\x9f\x98e\n#housefull4's former director #sajidkhan sends a legal notice to the movie's producers for not giving him the2\x806 https://t.co/7rnkdw6osk""",2019-10-16 05:35:00,0.0,0.794,0.206,0.4404,positive,set()
6925,"repescobar: two years ago, the #metoo movement changed us. it has become part of our national consciousness, demanding better for survi2\x806'",2019-10-16 05:35:00,0.107,0.73,0.163,0.25,positive,"{'two', 'years', 'movement'}"
6926,"no surprises here. #metoo and the uk justice system: complaints about rape and sexual assault are up, but convictio2\x806 https://t.co/ukccdmd2yc'",2019-10-16 05:35:00,0.477,0.298,0.226,-0.7845,negative,{'sexual'}
6927,"kaceykells: kellcey ""this story not only bears witness to what countless other women have gone through, but also offers a message of ho2\x806'",2019-10-16 05:35:00,0.0,1.0,0.0,0.0,neutral,{'women'}
6928,"thebettinaarndt: from england, further evidence of the damaging effects of #metoo and educating girls to fear boys. we need to see this2\x806'",2019-10-16 05:34:00,0.351,0.649,0.0,-0.7579,negative,set()
6929,leahgreenb: questions on:\n\n-puerto rico: 0\n-police violence: 0\n-#metoo: 0\n-climate justice: 0\n-white supremacy: 0\n-affordable housing:2\x806',2019-10-16 05:34:00,0.208,0.558,0.234,-0.128,negative,set()
6930,"kaceykells: kellcey, by kacey kells: powerful, honest, emotional (j.g. macleod) #book #kellcey #kaceykells #metoo https://t.co/t4wj28rh2\x806'",2019-10-16 05:34:00,0.0,0.609,0.391,0.7717,positive,set()
6931,"ljsmd this shows that they were never committed to eradicating #seorgrades. sad, very unfortunate\n\n#hrwithem #sexualharassment #metoo'",2019-10-16 05:34:00,0.497,0.503,0.0,-0.7854,negative,set()
6932,thread \0\x9f\x91\x87\0\x9f\x8f\xbe #metoo https://t.co/wxw1l3csir',2019-10-16 05:34:00,0.0,1.0,0.0,0.0,neutral,set()
6933,"billoreilly how2\x80\x99s that #metoo thing going, pervert?'",2019-10-16 05:34:00,0.32,0.68,0.0,-0.5106,negative,set()
6934,"senschumer: when the hashtag started two years ago today, #metoo helped raise awareness for the ongoing me too movement.\n\nthank you to2\x806'",2019-10-16 05:33:00,0.0,1.0,0.0,0.0,neutral,"{'two', 'years'}"
6935,balochsadia2: why #metoo feminists are silent on balochistan university scandal?\n\noh i see we students aren2\x80\x99t from elite class like mee2\x806',2019-10-16 05:33:00,0.136,0.748,0.117,-0.1027,negative,set()
6936,"""sexual harassment is a manifestation of the corruption that has concentrated economic power in the hands of a few.2\x806 https://t.co/ww7hrcakmj'",2019-10-16 05:33:00,0.259,0.741,0.0,-0.5423,negative,set()
6937,"emarvelous: three hours, no questions on sexual violence on the second anniversary of #metoo. 2\x816@taranaburke2\x819 is pushing for one in next2\x806'",2019-10-16 05:33:00,0.215,0.785,0.0,-0.6249,negative,{'sexual'}
6938,_batqueen: enough is enough. #metoo #menaretrash https://t.co/xjb7dp2exu',2019-10-16 05:33:00,0.0,1.0,0.0,0.0,neutral,set()
6939,"repescobar: two years ago, the #metoo movement changed us. it has become part of our national consciousness, demanding better for survi2\x806'",2019-10-16 05:33:00,0.107,0.73,0.163,0.25,positive,"{'two', 'years', 'movement'}"
6940,vennicebitch: bombshell looks so good until you realize it2\x80\x99s entirely directed and written by men and it only exists because studios ar2\x806',2019-10-16 05:33:00,0.0,0.838,0.162,0.4404,positive,set()
6941,"mitchelle_mrym @flyingtastic @rebelbaloch always for the "" privileged class"" all over the world . #metoo movement2\x806 https://t.co/whbppo8lh6'",2019-10-16 05:33:00,0.0,0.791,0.209,0.4404,positive,set()
6942,"meera_mitun: those horrible 25 minutes with @directorcheran inside #biggbosstamil3 house, that paved way for my eviction from bb. will2\x806'",2019-10-16 05:33:00,0.394,0.606,0.0,-0.7579,negative,set()
6943," @carpleks: @unseenjapansite @jrcs_pr oh christ i just realized you metoo'd a drawing holy shit lmao""",2019-10-16 05:33:00,0.232,0.516,0.252,0.0772,positive,set()
6944,"nywomensfdn: on this 2nd anniversary of the #metoo hashtag going viral, @taranaburke unpacks the importance of continuing to center sur2\x806'",2019-10-16 05:32:00,0.0,0.839,0.161,0.3612,positive,set()
6945,vennicebitch: bombshell looks so good until you realize it2\x80\x99s entirely directed and written by men and it only exists because studios ar2\x806',2019-10-16 05:32:00,0.0,0.838,0.162,0.4404,positive,set()
6946,leahgreenb: questions on:\n\n-puerto rico: 0\n-police violence: 0\n-#metoo: 0\n-climate justice: 0\n-white supremacy: 0\n-affordable housing:2\x806',2019-10-16 05:32:00,0.208,0.558,0.234,-0.128,negative,set()
6947,billoreilly @mutetheanthem didn2\x80\x99t you have to go away bc of your little #metoo issue???\n\nno one cares what you thi2\x806 https://t.co/0duwsesgtr',2019-10-16 05:32:00,0.0,0.833,0.167,0.4588,positive,set()
6948,"billoreilly you never were much for supporting women, were you now? btw- what2\x80\x99s it like to be an old, wrinkled, st2\x806 https://t.co/0jik7jpqla'",2019-10-16 05:31:00,0.127,0.741,0.132,0.0243,positive,set()
6949,"senschumer: when the hashtag started two years ago today, #metoo helped raise awareness for the ongoing me too movement.\n\nthank you to2\x806'",2019-10-16 05:31:00,0.0,1.0,0.0,0.0,neutral,"{'two', 'years'}"
6950,thenation: sexual harassment is a manifestation of the corruption that has concentrated economic power in the hands of a few. https://t2\x806',2019-10-16 05:31:00,0.259,0.741,0.0,-0.5423,negative,{'sexual'}
6951,vennicebitch: bombshell looks so good until you realize it2\x80\x99s entirely directed and written by men and it only exists because studios ar2\x806',2019-10-16 05:30:00,0.0,0.838,0.162,0.4404,positive,set()
6952,"kritisanonzone: .@kritisanon talks to @avinash_mirror on the after-effects of #metoo movement, playing a surrogate in her next &amp; workin2\x806'",2019-10-16 05:30:00,0.0,0.87,0.13,0.2023,positive,set()
6953,"kaceykells: kellcey, by kacey kells: powerful, honest, emotional (j.g. macleod) #book #kellcey #kaceykells #metoo https://t.co/t4wj28rh2\x806'",2019-10-16 05:30:00,0.0,0.609,0.391,0.7717,positive,set()
6954,"senschumer: when the hashtag started two years ago today, #metoo helped raise awareness for the ongoing me too movement.\n\nthank you to2\x806'",2019-10-16 05:30:00,0.0,1.0,0.0,0.0,neutral,"{'two', 'years'}"
6955,"taranaburke: tonight, on the anniversary of #metoo please join us in watching the presidential debates and sharing your concerns on soc2\x806'",2019-10-16 05:30:00,0.0,0.578,0.422,0.743,positive,set()
6956,"emarvelous: three hours, no questions on sexual violence on the second anniversary of #metoo. 2\x816@taranaburke2\x819 is pushing for one in next2\x806'",2019-10-16 05:30:00,0.215,0.785,0.0,-0.6249,negative,{'sexual'}
6957,"thebettinaarndt: from england, further evidence of the damaging effects of #metoo and educating girls to fear boys. we need to see this2\x806'",2019-10-16 05:29:00,0.351,0.649,0.0,-0.7579,negative,set()
6958,"alyssa_milano: thank you, @taranaburke, for your life work. i2\x80\x99m so glad it2\x80\x99s you leading the way. #metoo #metoovoter'",2019-10-16 05:29:00,0.0,0.703,0.297,0.6705,positive,set()
6959,#kritisanon talks about changes after #metoo \n\nhttps://t.co/ys0yvonscw\n\n@showboxchannel #friends #worldfoodday',2019-10-16 05:29:00,0.0,0.721,0.279,0.4767,positive,set()
6960,alyssa_milano: two years ago today this tweet went viral. #metoo https://t.co/lap37qt2nu',2019-10-16 05:29:00,0.0,1.0,0.0,0.0,neutral,"{'two', 'years'}"
6961," @iamhelenchoi: dear @emmawatson,\nyou're the @un symbol of women's rights. \nplease 'lift the asian sisters.\0\x9f\x98d\0\x9f\x99\x8f\0\x9f\x99\x8f\nwill you speak for her? fo2\x806""",2019-10-16 05:29:00,0.0,0.894,0.106,0.3818,positive,set()
6962,"you memba him ? b howard mj2\x80\x99s hide son ... fake dna test ....meet alki david, unlikely ambassador for the wronged m2\x806 https://t.co/pytt7zqeqc'",2019-10-16 05:29:00,0.325,0.675,0.0,-0.7717,negative,set()
6963,"brassweb: you:  alexa, what novel should i read this week?    \nalexa:  pop-out girl by irene woodbury.\n#greatreads #litfict #metoo #kin2\x806'",2019-10-16 05:29:00,0.0,0.859,0.141,0.3182,positive,set()
6964,"alyssa_milano: on this week2\x80\x99s episode of the podcast and in solidarity of the 2 year anniversary of #metoo going viral, i speak out abo2\x806'",2019-10-16 05:29:00,0.0,0.864,0.136,0.296,positive,set()
6965,"irenewoodbury: jen &amp; colton + brandi &amp; matt + zane = non-stop drama ! pop-out girl.  at #tatteredcover book stores, denver.\n#greatreads2\x806'",2019-10-16 05:29:00,0.109,0.891,0.0,-0.296,negative,set()
6966,alyssa_milano: .@taranaburke2\x80\x99s work has been a blessing to women throughout the world. she is our fearless leader and my sweet friend.2\x806',2019-10-16 05:28:00,0.0,0.448,0.552,0.9062,positive,{'women'}
6967,"ilhan: to the silence breakers2\x80\x93tarana burke, chanel miller, aly raisman, susan fowler, gretchen carlson, ashley judd, anita hill, chris2\x806'",2019-10-16 05:28:00,0.0,1.0,0.0,0.0,neutral,set()
6968,#metoo used by #fsf to falsely accuse fsf founder because #corporatemedia tried to distract from #billgates2\x806 https://t.co/dsgu4zrvey',2019-10-16 05:28:00,0.25,0.75,0.0,-0.4588,negative,set()
6969,"irenewoodbury: 2\x80\x9cgreat read2\x806will leave you wanting more,2\x80\x9d cust revu, pop-out girl.. now at #tattered cover book store, denver.\n#greatrea2\x806'",2019-10-16 05:28:00,0.059,0.941,0.0,-0.0516,negative,set()
6970,alyssa_milano: two years ago today this tweet went viral. #metoo https://t.co/lap37qt2nu',2019-10-16 05:28:00,0.0,1.0,0.0,0.0,neutral,"{'two', 'years'}"
6971,"irenewoodbury: jen &amp; colton + brandi &amp; matt + zane = non-stop drama ! pop-out girl.  at #tatteredcover book stores, denver.\n#greatreads2\x806'",2019-10-16 05:28:00,0.109,0.891,0.0,-0.296,negative,set()
6972,thenation: sexual harassment is a manifestation of the corruption that has concentrated economic power in the hands of a few. https://t2\x806',2019-10-16 05:28:00,0.259,0.741,0.0,-0.5423,negative,{'sexual'}
6973,"emarvelous: three hours, no questions on sexual violence on the second anniversary of #metoo. 2\x816@taranaburke2\x819 is pushing for one in next2\x806'",2019-10-16 05:28:00,0.215,0.785,0.0,-0.6249,negative,{'sexual'}
6974,latimes: meet the self-appointed ambassador for the wronged men of #metoo https://t.co/7op7f7uenn',2019-10-16 05:27:00,0.244,0.756,0.0,-0.4404,negative,set()
6975,"senschumer: when the hashtag started two years ago today, #metoo helped raise awareness for the ongoing me too movement.\n\nthank you to2\x806'",2019-10-16 05:27:00,0.0,1.0,0.0,0.0,neutral,"{'two', 'years'}"
6976,"senschumer: when the hashtag started two years ago today, #metoo helped raise awareness for the ongoing me too movement.\n\nthank you to2\x806'",2019-10-16 05:27:00,0.0,1.0,0.0,0.0,neutral,"{'two', 'years'}"
6977,chatbycc: @realdonaldtrump @cnn rumor has it2\x80\x94\n*ucker zucker has his own #metoo scandals.',2019-10-16 05:27:00,0.242,0.758,0.0,-0.4939,negative,set()
6978,latimes: meet the self-appointed ambassador for the wronged men of #metoo https://t.co/7op7f7uenn',2019-10-16 05:26:00,0.244,0.756,0.0,-0.4404,negative,set()
6979,treated like meat: women in meatpacking say #metoo\n\na special investigation by @laurenkgurley\n\nhttps://t.co/2ukhkqsqyi',2019-10-16 05:26:00,0.0,0.679,0.321,0.6369,positive,{'women'}
6980,"scoop_of_bubble @doheyemist @toeianimation @rialisms i mean, all you have to do is watch the reaction to every met2\x806 https://t.co/moauakhpae'",2019-10-16 05:26:00,0.0,1.0,0.0,0.0,neutral,set()
6981,"variety: scarlett johansson on how the #metoo movement has empowered #womeninhollywood: ""there\'s a kind of connectivity that women shar2\x806'",2019-10-16 05:26:00,0.0,0.764,0.236,0.5267,positive,"{'women', 'movement'}"
6982," @reploritrahan: two years ago #metoo woke up our nation. it's become part of our national consciousness, demanding better for survivors2\x806""",2019-10-16 05:25:00,0.107,0.73,0.163,0.25,positive,"{'two', 'years'}"
6983,"b""dear @emmawatson,\nyou're the @un symbol of women's rights. \nplease 'lift the asian sisters.\0\x9f\x98d\0\x9f\x99\x8f\0\x9f\x99\x8f\nwill you speak for h2\x806 https://t.co/3narfjyyrj""",2019-10-16 05:25:00,0.0,0.894,0.106,0.3818,positive,set()
6984,#metoo at its finest. these ladies deserve an applause. https://t.co/wkzbki7pep',2019-10-16 05:24:00,0.0,0.682,0.318,0.4215,positive,set()
6985," @thetimeusedtobe: [eng sub] a victim from #sanukling has first spoken up for her and other arrestees' terrible experiences. \n\nshe as a s2\x806""",2019-10-16 05:24:00,0.342,0.658,0.0,-0.6369,negative,set()
6986,vennicebitch: bombshell looks so good until you realize it2\x80\x99s entirely directed and written by men and it only exists because studios ar2\x806',2019-10-16 05:24:00,0.0,0.838,0.162,0.4404,positive,set()
6987,"b""christine m. flowers: matt lauer's right to defend himself is an important part of #metoo | columnists -2\x806 https://t.co/zqpungtm6r""",2019-10-16 05:24:00,0.0,0.87,0.13,0.2023,positive,set()
6988,new post (nascar driver angers #metoo movement with unwanted victory lane kiss - the drive) has been published on n2\x806 https://t.co/daful9e416',2019-10-16 05:24:00,0.248,0.619,0.133,-0.34,negative,{'movement'}
6989," @kamalaharris: for years, @taranaburke led the #metoo movement. it wasn't until this day in 2017 that sexual assault survivors worldwide2\x806""",2019-10-16 05:24:00,0.241,0.759,0.0,-0.5859,negative,{'sexual'}
6990,richardickjohn: even the japanese picked up on the bullshit of metoo ing a fucking drawing https://t.co/3237w6rs6r',2019-10-16 05:24:00,0.275,0.725,0.0,-0.5859,negative,{'metoo'}
6991,glad i2\x80\x99m not an alabama abuse victim 2\x80\x93 christopher oldcorn - via @pensignal #blog #essay #politics #news2\x806 https://t.co/rbmeycqio4',2019-10-16 05:24:00,0.249,0.632,0.119,-0.5106,negative,set()
6992,vennicebitch: bombshell looks so good until you realize it2\x80\x99s entirely directed and written by men and it only exists because studios ar2\x806',2019-10-16 05:24:00,0.0,0.838,0.162,0.4404,positive,set()
6993,two years since #metoo this month and not one fucking debate question about any policies candidates have to address2\x806 https://t.co/9gtj47vilo',2019-10-16 05:24:00,0.0,1.0,0.0,0.0,neutral,"{'two', 'years'}"
6994,mboteach: this is the 4th question on age. \n\nwhat do we need to do to get a question on #metoo? \n\na mass movement doesn2\x80\x99t cut it? \n#met2\x806',2019-10-16 05:23:00,0.11,0.89,0.0,-0.2732,negative,{'movement'}
6995,repspeier: 2 years ago today #metoo stormed our collective consciousness. the movement remains as relevant today. it inspired me to int2\x806',2019-10-16 05:23:00,0.0,0.814,0.186,0.4939,positive,"{'years', 'movement'}"
6996,this got me thinking: there2\x80\x99s a lot of rhetoric from sanders fans about his revolution.  but the evidence so far is2\x806 https://t.co/0i6w8f8304',2019-10-16 05:22:00,0.0,1.0,0.0,0.0,neutral,set()
6997,alyssa_milano an article in french about your story and the movement #metoo  in \0\x9f\x87b\0\x9f\x87\xb7 https://t.co/a8q33tkhlu',2019-10-16 05:22:00,0.0,1.0,0.0,0.0,neutral,{'movement'}
6998,latimes: meet the self-appointed ambassador for the wronged men of #metoo https://t.co/7op7f7uenn',2019-10-16 05:22:00,0.244,0.756,0.0,-0.4404,negative,set()
6999,"depalm: today, i give thanks for #metoo, for survivors who have spoken out against sexual harassment and rape. in the real world. where2\x806'",2019-10-16 05:22:00,0.371,0.498,0.131,-0.743,negative,{'sexual'}
7000,retrokurisu: @hbcufessions oh but let me say that 2\x80\x9cslim girls are the wave2\x80\x9d and next thing i know all big females gonna start the #meto2\x806',2019-10-16 05:22:00,0.0,1.0,0.0,0.0,neutral,set()
7001,"luxymoo: hey kai, remember when i told you my metoo story because our stories were so similar and asked you to keep it confidential, an2\x806'",2019-10-16 05:21:00,0.0,1.0,0.0,0.0,neutral,{'metoo'}
7002,leahgreenb: questions on:\n\n-puerto rico: 0\n-police violence: 0\n-#metoo: 0\n-climate justice: 0\n-white supremacy: 0\n-affordable housing:2\x806',2019-10-16 05:21:00,0.208,0.558,0.234,-0.128,negative,set()
7003,chatbycc: @realdonaldtrump @cnn rumor has it2\x80\x94\n*ucker zucker has his own #metoo scandals.',2019-10-16 05:21:00,0.242,0.758,0.0,-0.4939,negative,set()
7004,huilok620: @taranaburke @time please watch this #hongkongprostests #metoo \nhttps://t.co/x50ztmpcvm',2019-10-16 05:20:00,0.0,0.777,0.223,0.3182,positive,set()
7005,vennicebitch: bombshell looks so good until you realize it2\x80\x99s entirely directed and written by men and it only exists because studios ar2\x806',2019-10-16 05:20:00,0.0,0.838,0.162,0.4404,positive,set()
7006,fgossgraves: last question. on the #metoo anniversary. is about whether or not the candidates are friends with conservatives.',2019-10-16 05:20:00,0.0,0.721,0.279,0.4767,positive,set()
7007," @mynation_mp: @hrw finally human rights watch successful in molesting men's life using fake #metoo\n90% fake cases increased with this bi2\x806""",2019-10-16 05:19:00,0.334,0.468,0.197,-0.6249,negative,set()
7008,"senschumer: when the hashtag started two years ago today, #metoo helped raise awareness for the ongoing me too movement.\n\nthank you to2\x806'",2019-10-16 05:19:00,0.0,1.0,0.0,0.0,neutral,"{'two', 'years'}"
7009,queenbpip: johnny depp &amp; amber heard: mass thread\n\n#johnnydepp #amberheard  \n#metoo #timesup #abusehasnogender\n\nspanish: https://t.co/o2\x806',2019-10-16 05:18:00,0.0,1.0,0.0,0.0,neutral,set()
7010,richardickjohn: even the japanese picked up on the bullshit of metoo ing a fucking drawing https://t.co/3237w6rs6r',2019-10-16 05:18:00,0.275,0.725,0.0,-0.5859,negative,{'metoo'}
7011,"b""just saw the replay of him yelling at liz warren--basically a #metoo moment on live tv. he's also lying the whole time""",2019-10-16 05:18:00,0.221,0.779,0.0,-0.5267,negative,set()
7012,the #metoo movement has gone global: foreign policy in focus https://t.co/vvvrnqbqei\n\nmore w/ ecosearch - news:2\x806 https://t.co/lblba8mdtm',2019-10-16 05:18:00,0.0,1.0,0.0,0.0,neutral,{'movement'}
7013,latimes: meet the self-appointed ambassador for the wronged men of #metoo https://t.co/7op7f7uenn',2019-10-16 05:18:00,0.244,0.756,0.0,-0.4404,negative,set()
7014,"senschumer: when the hashtag started two years ago today, #metoo helped raise awareness for the ongoing me too movement.\n\nthank you to2\x806'",2019-10-16 05:17:00,0.0,1.0,0.0,0.0,neutral,"{'two', 'years'}"
7015,"ellemagazine: in the aftermath of #metoo, this year2\x80\x99s #ellewih honorees are defined by the question: where do we go from here? #ellewih2\x806'",2019-10-16 05:17:00,0.0,0.769,0.231,0.5106,positive,set()
7016,katrinanation: #metoo is a story of corruption/the weinstein investigation ignited a movement because it exposed the vulnerability that2\x806',2019-10-16 05:17:00,0.242,0.758,0.0,-0.296,negative,{'movement'}
7017,conoce al embajador autoproclamado por los hombres agraviados de #metoo\nmeet alki david: the self-appointed ambassa2\x806 https://t.co/ehcnem2vwm',2019-10-16 05:17:00,0.0,1.0,0.0,0.0,neutral,set()
7018,terrificmandy: #metoo founder tarana burke launches new hashtag to mobilize voters https://t.co/vbf3lxqoqx https://t.co/8gsx35owxn',2019-10-16 05:17:00,0.0,1.0,0.0,0.0,neutral,set()
7019,"luxymoo: hey kai, remember when i told you my metoo story because our stories were so similar and asked you to keep it confidential, an2\x806'",2019-10-16 05:17:00,0.0,1.0,0.0,0.0,neutral,{'metoo'}
7020,"emarvelous: three hours, no questions on sexual violence on the second anniversary of #metoo. 2\x816@taranaburke2\x819 is pushing for one in next2\x806'",2019-10-16 05:17:00,0.215,0.785,0.0,-0.6249,negative,{'sexual'}
7021,team older feminist: am i allowed nuanced feelings about #metoo? https://t.co/ccwkqlvakn',2019-10-16 05:17:00,0.0,1.0,0.0,0.0,neutral,set()
7022,luisjgomez and she keeps on keepin on... imagine if she applied effort like this in other areas of her life... lik2\x806 https://t.co/dygc3staae',2019-10-16 05:16:00,0.0,0.828,0.172,0.3612,positive,set()
7023,thenation: sexual harassment is a manifestation of the corruption that has concentrated economic power in the hands of a few. https://t2\x806',2019-10-16 05:16:00,0.259,0.741,0.0,-0.5423,negative,{'sexual'}
7024,"kellylevenda: (tw) sexual harassment &amp; assault is common in slaughterhouses &amp; processing plants. to date, there has been only one study2\x806'",2019-10-16 05:16:00,0.378,0.622,0.0,-0.8074,negative,{'sexual'}
